input1,input2,target
67.7867,72.0809,4886.13
-49.9497,-92.2331,4607.02
-39.3469,7.41649,-291.816
-34.6698,65.5738,-2273.43
-45.6914,93.0504,-4251.6
-8.54697,68.4046,-584.652
-61.124,-17.7292,1083.68
39.9024,-72.3294,-2886.12
-73.4509,93.9074,-6897.58
42.919,-91.7865,-3939.39
-20.2358,-13.2959,269.052
48.8085,-49.8279,-2432.03
-63.1333,-83.8254,5292.17
-14.3371,37.7,-540.509
-88.3613,83.0427,-7337.76
-11.5296,-52.0425,600.027
-81.2253,-63.4268,5151.86
86.9228,27.6541,2403.77
3.33925,31.4223,104.927
-12.8654,46.0079,-591.911
-90.4568,13.2074,-1194.7
-68.2707,-75.9671,5186.33
-31.6241,-81.6402,2581.79
-81.1686,-37.7173,3061.46
95.9021,-64.9339,-6227.3
-96.5678,52.6729,-5086.5
61.3826,-30.7391,-1886.85
-7.06524,29.9547,-211.637
-90.3882,89.8291,-8119.5
77.3361,-47.8213,-3698.31
-96.9391,86.6873,-8403.38
0.207977,7.87549,1.63792
36.7928,23.1702,852.497
88.7783,88.8503,7887.98
73.4398,27.2807,2003.49
60.1899,35.4337,2132.75
14.6734,-74.2999,-1090.23
62.2408,64.1279,3991.37
25.1879,64.0854,1614.18
30.297,-58.6631,-1777.31
-45.2078,-57.0822,2580.56
-24.5482,-92.2074,2263.52
23.6508,-32.6892,-773.124
31.1445,-22.9207,-713.854
36.3227,-31.8751,-1157.79
-47.8611,-0.792509,37.9303
38.5781,-30.3327,-1170.18
87.3296,-92.1627,-8048.54
-16.4108,93.5161,-1534.67
9.59438,-15.3058,-146.85
13.7041,15.1849,208.095
46.3296,-74.4621,-3449.79
-49.9967,16.1088,-805.387
73.4233,12.3733,908.492
-52.2806,35.969,-1880.48
47.9818,-52.3528,-2511.98
-24.4542,6.86549,-167.89
-0.687762,-22.0764,15.1833
-40.473,-80.003,3237.96
-89.3029,91.7083,-8189.82
69.4286,-29.019,-2014.75
91.3602,35.354,3229.95
-3.49581,-1.39487,4.87619
-83.3431,-81.6592,6805.73
20.4882,10.7406,220.056
-57.4544,89.2389,-5127.17
56.2592,-77.3071,-4349.24
86.1858,94.8496,8174.69
99.1862,-88.8258,-8810.29
47.4071,9.18315,435.347
41.1663,93.7304,3858.53
37.606,67.3928,2534.37
73.3737,67.6962,4967.12
-14.7817,-55.4847,820.159
-20.6697,78.3794,-1620.08
-70.679,2.66523,-188.376
-53.3544,16.2611,-867.6
72.6277,76.072,5524.93
-52.663,81.5387,-4294.07
18.3777,-29.9564,-550.53
41.6362,-3.6666,-152.664
-24.4025,41.0169,-1000.91
-50.2552,-33.9495,1706.14
-13.1096,-49.2636,645.827
-18.9596,14.2946,-271.02
48.1948,53.439,2575.48
64.5581,48.8423,3153.17
36.2079,-52.4987,-1900.87
-19.9554,-4.45702,88.9417
-83.4217,5.67402,-473.337
-12.7328,60.4219,-769.341
95.5801,11.201,1070.59
-35.4627,-91.3198,3238.45
84.9287,83.8231,7118.99
-49.402,39.0822,-1930.74
-84.9131,-66.7569,5668.54
-56.6382,-41.1012,2327.9
99.1663,39.385,3905.66
-23.1596,47.4201,-1098.23
83.0509,91.7405,7619.13
-88.4272,-21.0956,1865.43
-78.6488,-32.868,2585.03
-66.064,29.3697,-1940.28
-22.3463,-54.1211,1209.41
-46.8124,-27.931,1307.52
-48.01,-9.35183,448.982
-93.5368,-44.0473,4120.04
-17.7587,20.5564,-365.054
-45.8085,-73.363,3360.65
-84.7599,88.1064,-7467.89
-16.6722,16.2325,-270.632
83.8353,-83.4503,-6996.08
75.3323,10.3176,777.247
-67.0331,-17.749,1189.77
55.5205,-3.92598,-217.972
97.0572,-24.6522,-2392.67
49.9157,-21.4021,-1068.3
65.8328,13.8163,909.566
-87.2976,-92.6356,8086.87
-73.2296,-97.2656,7122.72
-84.9282,38.3429,-3256.39
6.86925,49.9821,343.34
82.6331,17.0299,1407.23
45.2242,51.4162,2325.26
-24.4299,-51.783,1265.05
-58.9909,-49.7115,2932.53
-45.0536,-58.5545,2638.09
75.6441,51.3998,3888.1
-90.6207,-46.2655,4192.61
-95.5631,-0.366962,35.068
-4.75786,66.2743,-315.324
-38.4446,63.2771,-2432.66
93.5948,-82.3184,-7704.57
58.3636,17.9912,1050.03
-3.99081,-15.8928,63.4252
56.9337,27.8723,1586.87
61.0089,80.6302,4919.16
23.4527,96.0925,2253.63
21.6176,27.3289,590.784
10.9631,-81.7996,-896.779
45.2794,9.48926,429.668
-9.81791,82.0943,-805.994
-40.4081,4.72045,-190.745
39.5284,59.2944,2343.81
-8.13064,68.4183,-556.284
53.7835,-86.7528,-4665.87
-90.8277,24.1611,-2194.5
-30.5173,-58.1738,1775.31
15.93,-31.6874,-504.779
7.45268,-7.97617,-59.4439
16.9532,-19.9399,-338.046
39.5335,-63.9865,-2529.61
39.3003,-17.6678,-694.348
74.8635,3.04721,228.125
94.6221,20.3871,1929.07
-55.2302,64.3581,-3554.51
-30.9835,-30.4762,944.257
-93.6391,9.74306,-912.331
6.8847,-28.8017,-198.291
78.8435,-74.2503,-5854.15
-33.9801,-35.6834,1212.53
-81.5419,-3.77092,307.488
37.5569,2.3314,87.5604
-68.6045,-24.5428,1683.75
-99.481,73.6602,-7327.79
-83.0966,19.4556,-1616.7
97.2514,7.31813,711.698
84.8084,-52.7767,-4475.9
51.9911,6.25315,325.108
44.1032,-87.5317,-3860.43
-70.4522,-73.3766,5169.54
37.4331,68.8881,2578.7
49.9232,-93.9056,-4688.07
73.443,-29.1707,-2142.38
-20.5672,-79.0262,1625.35
47.481,-63.5432,-3017.1
12.793,68.142,871.742
-82.1591,7.06711,-580.628
-53.3567,-31.4146,1676.18
-5.20601,-28.9791,150.866
29.7646,-4.08358,-121.546
16.8399,47.3645,797.613
11.5485,17.3071,199.87
12.8917,-24.2455,-312.566
-32.5106,79.9295,-2598.56
21.511,-51.1294,-1099.85
-0.350461,-33.9303,11.8912
86.7384,-98.4931,-8543.13
-54.9334,-26.9286,1479.28
-2.43804,70.1635,-171.061
-82.4225,61.173,-5042.03
-88.8693,68.4628,-6084.24
-89.6729,-96.3515,8640.12
39.3923,99.4511,3917.61
79.3221,15.1997,1205.67
83.4791,-98.94,-8259.42
95.0134,-1.85024,-175.798
44.5792,64.1723,2860.75
43.6915,7.00735,306.161
-4.6761,67.7165,-316.649
-58.9845,93.5988,-5520.88
42.1905,-60.0986,-2535.59
47.2494,5.968,281.985
41.446,53.5559,2219.68
-82.542,1.22079,-100.767
86.4029,-35.8716,-3099.41
18.7766,-26.1539,-491.082
-9.1464,9.72062,-88.9088
9.78439,-59.6539,-583.677
36.9143,-82.4264,-3042.71
-72.235,-99.4578,7184.34
-76.6608,-5.36676,411.42
21.2204,58.8579,1248.99
-78.6601,70.1455,-5517.65
49.1949,-18.2963,-900.087
86.5876,98.1859,8501.68
-58.9996,-24.1543,1425.09
85.2899,44.3193,3779.99
-90.3811,56.3029,-5088.72
65.5882,50.1004,3285.99
59.9074,65.0265,3895.57
-62.719,-52.8617,3315.43
26.7517,81.5732,2182.22
-36.7607,17.6613,-649.243
36.5964,-9.61028,-351.702
42.7565,79.9335,3417.68
24.8203,7.95621,197.476
-12.2511,15.4973,-189.858
-28.9275,-21.7036,627.83
6.3715,-86.6762,-552.257
-54.1949,8.56986,-464.443
-13.6944,-33.4368,457.897
46.1098,38.7435,1786.46
-66.6538,75.7258,-5047.42
-0.915275,48.2922,-44.2007
14.6302,99.5385,1456.27
50.4806,41.3961,2089.7
55.7144,-71.3744,-3976.58
-59.0911,42.8128,-2529.86
-1.2037,50.9271,-61.3011
-79.4168,7.29627,-579.446
-24.2357,-8.59996,208.426
20.7916,0.457669,9.51566
7.97213,-2.7285,-21.752
-18.209,54.3764,-990.138
-97.5594,19.6885,-1920.8
13.1017,43.2358,566.461
19.8059,65.3598,1294.51
91.815,-31.4951,-2891.73
-54.5298,-15.2806,833.25
-42.4141,22.9901,-975.102
82.3705,-72.1768,-5945.23
-79.8411,-48.7969,3896
45.2191,18.5926,840.74
-79.5575,83.7501,-6662.95
58.0169,-95.3955,-5534.55
30.2734,54.2493,1642.31
-25.1129,-86.2157,2165.13
-84.5358,-79.1506,6691.06
68.0879,82.1372,5592.55
-75.4378,-52.8188,3984.54
-66.8959,-62.7358,4196.77
67.4982,-33.5707,-2265.96
-37.7111,-54.5209,2056.04
21.5789,-24.1389,-520.89
48.8499,-58.884,-2876.48
57.558,20.7443,1194
-77.1465,-17.0991,1319.14
72.7036,84.592,6150.15
-6.85998,-3.8326,26.2916
83.6909,17.4136,1457.36
-93.4307,82.5499,-7712.69
-50.3547,15.5264,-781.827
-66.8973,-93.2242,6236.45
-37.7054,56.0991,-2115.24
-44.4826,-55.9806,2490.16
-57.4638,3.03474,-174.388
95.1083,-8.2022,-780.097
11.4611,72.1264,826.646
7.01394,-63.1074,-442.632
-40.0808,-38.0126,1523.58
-20.5364,-14.6422,300.698
59.9564,-30.1226,-1806.04
-6.35363,24.9952,-158.81
-24.4548,67.313,-1646.13
17.4907,-41.1911,-720.461
42.8118,5.52955,236.73
6.89118,-3.78241,-26.0653
-0.59761,53.0713,-31.7159
-79.4037,-33.1274,2630.44
-84.8993,50.6492,-4300.09
-45.5396,79.4861,-3619.77
5.31569,60.15,319.739
95.7863,67.9578,6509.42
73.3988,-18.4031,-1350.76
10.3445,-49.2223,-509.181
-60.7774,1.10158,-66.951
19.0098,-32.1458,-611.084
13.8887,77.4921,1076.26
11.3443,44.1626,500.995
61.063,97.7458,5968.65
20.6395,61.37,1266.65
92.5299,88.8819,8224.23
-71.7836,-18.7215,1343.9
-35.202,-82.615,2908.21
26.6482,47.1809,1257.28
69.6256,-75.4446,-5252.88
75.2888,28.5851,2152.14
40.7892,82.1248,3349.81
24.9523,-32.8268,-819.103
65.0215,-27.3882,-1780.82
-93.1544,66.1309,-6160.38
-30.9616,54.7669,-1695.67
-27.4484,72.2136,-1982.15
-56.0979,94.9095,-5324.22
55.9518,-77.1524,-4316.81
13.1553,97.0735,1277.03
-5.78691,-63.5786,367.923
-3.04433,2.49153,-7.58503
48.3374,39.7692,1922.34
-19.49,-56.3954,1099.15
29.0108,-15.6592,-454.287
-73.5448,80.1145,-5892
38.2444,36.6368,1401.15
64.5168,5.93234,382.735
63.0109,-0.381849,-24.0607
-86.5649,-18.9504,1640.44
-0.507022,44.0405,-22.3295
-78.6843,-71.9963,5664.97
-47.2632,-46.7003,2207.21
46.4369,-49.8539,-2315.06
26.6196,-1.14523,-30.4856
14.6589,67.6214,991.254
-19.1237,54.1823,-1036.17
-15.5928,-29.2257,455.711
91.7254,-63.1258,-5790.24
-81.9326,54.1972,-4440.52
-86.3501,67.4158,-5821.36
-12.5613,83.1027,-1043.88
44.3066,22.0809,978.33
89.8614,-20.6701,-1857.45
90.8174,-72.9997,-6629.65
-3.24901,-46.0178,149.512
7.96856,-67.5972,-538.652
68.3059,69.2816,4732.34
91.0473,-69.0656,-6288.23
24.6665,-5.15254,-127.095
-31.1233,-29.692,924.111
-17.4413,40.9851,-714.833
19.6572,-8.0637,-158.51
-84.8133,-84.4469,7162.22
-99.5321,93.5399,-9310.22
-98.9492,-79.3813,7854.71
-37.0807,61.4861,-2279.95
92.4198,58.0027,5360.6
38.112,4.26013,162.362
-82.659,91.6342,-7574.38
51.6785,27.7899,1436.14
51.8072,44.8207,2322.03
27.4463,96.1154,2638.01
80.6728,29.333,2366.37
38.635,-89.6808,-3464.82
33.9835,-91.1669,-3098.17
17.6528,99.8707,1762.99
11.1613,-5.35798,-59.8021
-37.429,-75.8955,2840.69
46.2047,-61.4802,-2840.68
-76.9436,-15.6475,1203.97
59.0684,49.0129,2895.11
-89.0235,-8.97126,798.653
4.48692,28.9093,129.714
30.0335,-27.0605,-812.722
12.1354,-3.78762,-45.9645
76.9997,6.05303,466.081
-11.7936,-19.1029,225.291
14.4856,60.7954,880.655
7.6803,32.331,248.312
47.5712,4.03362,191.884
-14.6366,75.3331,-1102.62
-16.4988,-7.61143,125.579
98.0683,-99.9525,-9802.17
-62.9054,-23.2072,1459.86
86.518,-85.9941,-7440.03
-98.1029,-89.4632,8776.6
-82.2913,-92.4806,7610.35
-4.04374,16.1514,-65.3121
-45.6626,-20.3425,928.893
-81.6601,-32.7259,2672.4
4.50384,46.4544,209.223
-99.3307,-6.53785,649.409
-40.5994,70.5644,-2864.87
43.1107,17.8217,768.306
-44.5469,82.0678,-3655.86
-90.9799,-78.1065,7106.12
-21.674,-75.1125,1627.99
91.2831,59.5979,5440.28
-48.2035,17.7108,-853.724
96.4661,76.8398,7412.44
20.1597,80.7448,1627.79
97.837,48.6706,4761.78
-87.0027,-19.684,1712.56
67.5651,-53.8862,-3640.83
66.1285,-75.9322,-5021.29
-90.6109,-23.1819,2100.53
-92.6536,91.4541,-8473.55
65.2411,60.1539,3924.51
25.9556,-56.7352,-1472.6
3.65207,19.4548,71.0504
5.0063,-47.9533,-240.069
3.04958,-1.76273,-5.3756
99.2672,79.4872,7890.47
-7.32385,24.5875,-180.075
49.5743,-93.027,-4611.75
78.9843,72.0254,5688.87
-8.51358,-21.766,185.307
-45.4081,-4.66463,211.812
-91.1247,70.4387,-6418.7
-92.9155,-34.1897,3176.76
86.3179,47.0425,4060.61
-43.7218,-49.4702,2162.93
-98.9836,39.1429,-3874.5
-90.2433,6.5205,-588.432
92.4244,-78.1062,-7218.92
78.896,98.2951,7755.09
-87.6966,76.5813,-6715.92
3.2158,81.3027,261.454
14.2638,32.4224,462.466
8.75578,72.8986,638.284
46.782,4.25206,198.92
73.6322,-50.9429,-3751.04
-68.5319,-67.92,4654.68
-33.1982,-52.262,1735.01
86.0181,-78.8332,-6781.08
39.7981,-62.1557,-2473.68
76.3274,92.2631,7042.2
-6.906,75.8143,-523.573
-98.971,63.9894,-6333.09
-54.275,81.7403,-4436.45
-99.776,11.2363,-1121.12
51.3272,-48.2623,-2477.17
-61.3734,-83.1804,5105.06
-34.7133,11.9689,-415.479
-76.8312,-24.6609,1894.73
-98.1855,63.7359,-6257.94
-74.3103,-43.3314,3219.97
-96.3145,-13.5518,1305.24
68.0243,-21.5698,-1467.27
-64.1005,50.7398,-3252.45
57.7614,-65.2493,-3768.89
54.1708,89.4596,4846.1
-66.7245,54.1969,-3616.26
41.7144,-5.28522,-220.47
-88.4159,-85.0611,7520.76
70.4829,98.0297,6909.42
35.2105,-10.8083,-380.566
29.5147,18.8792,557.214
-23.2775,-86.8748,2022.23
64.3026,-25.6333,-1648.29
63.7571,-49.4983,-3155.87
-99.7941,-68.2123,6807.19
-6.29212,88.8607,-559.122
-79.5613,70.842,-5636.28
5.40482,65.1842,352.309
-40.3251,67.9894,-2741.68
54.5646,-53.9893,-2945.9
-73.733,73.6109,-5427.55
92.6473,-93.7395,-8684.72
46.254,81.9049,3788.43
71.472,92.9041,6640.04
52.0188,-11.5402,-600.31
-37.6096,-35.8515,1348.36
44.8845,49.1674,2206.86
-59.9282,73.6246,-4412.19
42.9848,12.5501,539.462
-5.69351,8.64656,-49.2293
-68.1509,-59.2598,4038.6
-81.7671,-69.2684,5663.88
-9.26127,6.07088,-56.2241
-96.4276,59.3596,-5723.9
-41.1664,82.3672,-3390.76
93.5023,-62.9082,-5882.06
-7.58054,-99.7536,756.187
19.6655,21.4613,422.046
-50.492,11.6825,-589.875
-54.892,-67.8349,3723.59
30.3039,-34.8149,-1055.03
18.0528,-13.3507,-241.016
96.8703,-70.0839,-6789.04
-7.08028,36.0913,-255.537
-20.891,94.94,-1983.39
44.3775,31.3968,1393.31
51.4119,90.5297,4654.3
81.5637,44.8571,3658.71
49.8323,-70.8156,-3528.91
-79.4415,14.1809,-1126.55
-96.3265,-3.52872,339.909
-57.9301,-30.7967,1784.05
55.1609,88.2475,4867.82
-85.5167,6.84844,-585.656
76.5067,-83.4983,-6388.18
64.9028,-28.4397,-1845.82
-35.5811,95.4933,-3397.75
-59.8282,38.6388,-2311.69
64.2881,-91.7633,-5899.29
34.0771,90.31,3077.5
-75.156,79.2443,-5955.68
18.9553,23.3209,442.056
22.5888,-40.2328,-908.813
87.0404,89.4701,7787.51
25.0609,56.6845,1420.57
22.4516,-3.12031,-70.0559
32.164,10.6003,340.948
19.4952,56.7665,1106.67
-3.81923,-91.8492,350.793
-67.2001,-12.2786,825.12
44.9653,18.6557,838.861
30.0588,-4.14421,-124.57
23.1484,-34.1965,-791.595
-5.96348,48.8558,-291.351
74.3666,-13.2689,-986.765
-91.2677,-67.6655,6175.67
-95.8278,30.6526,-2937.37
-33.5371,8.49573,-284.922
-1.34463,-83.6947,112.538
-19.3477,-55.8878,1081.3
-16.32,-59.2843,967.523
68.0905,-65.1613,-4436.87
92.1561,-16.8185,-1549.93
69.2491,25.753,1783.37
47.0701,53.5448,2520.36
0.968978,8.6601,8.39145
2.79917,17.6117,49.2981
-94.1211,-20.897,1966.85
21.2377,19.5447,415.086
58.5912,31.0019,1816.44
98.4267,-43.2291,-4254.9
-28.1698,-23.2306,654.4
-6.83744,67.1996,-459.473
-52.8416,55.2,-2916.86
-18.938,20.3711,-385.787
26.5081,-25.4303,-674.108
2.52304,-17.3938,-43.8852
-86.1734,-12.5669,1082.93
-80.5213,-18.9958,1529.57
18.5837,15.883,295.164
32.5243,-80.9477,-2632.76
30.4246,-37.5704,-1143.07
-20.1908,71.5972,-1445.61
-98.1939,17.6825,-1736.32
19.7428,-20.668,-408.045
-52.5944,-53.0652,2790.93
76.7419,-11.5951,-889.832
-33.8221,-10.2445,346.49
33.8781,-70.8487,-2400.22
-10.1132,17.5769,-177.759
89.7167,-49.4944,-4440.48
-28.1498,-24.1283,679.207
21.1076,-28.6536,-604.809
6.70238,56.3581,377.733
41.0771,-10.7263,-440.604
72.8432,11.628,847.025
7.98117,-93.1624,-743.545
97.3386,-75.4058,-7339.9
-53.7738,-89.6606,4821.39
28.0006,-55.0598,-1541.71
-63.9979,-82.2889,5266.32
-79.3382,16.9341,-1343.52
37.6416,-20.5242,-772.563
-4.02058,37.1935,-149.54
-96.524,-35.3739,3414.43
94.6195,16.0224,1516.04
-49.1551,4.34601,-213.628
-31.4693,6.449,-202.945
-74.8517,-73.4571,5498.39
-71.2915,87.964,-6271.09
46.5798,-67.5236,-3145.24
-62.3302,46.1659,-2877.53
-68.7672,-53.0877,3650.7
92.6694,-48.9387,-4535.12
32.3265,95.7263,3094.49
-25.1406,-96.4968,2425.99
-51.1705,66.1754,-3386.23
72.9218,53.7039,3916.18
-77.378,59.1021,-4573.2
83.7356,20.1219,1684.92
88.1751,65.3678,5763.81
33.3943,15.437,515.509
-30.2853,-68.1425,2063.71
20.9908,-36.3777,-763.596
73.2877,98.6674,7231.11
50.4856,-81.9037,-4134.95
-42.2629,-78.1781,3304.03
30.1023,53.0382,1596.57
85.135,-12.3655,-1052.74
80.2751,75.5782,6067.05
-36.5609,73.7801,-2697.46
-24.8655,-40.6261,1010.19
29.8149,-34.3238,-1023.36
26.0417,21.9664,572.042
12.6878,-23.9161,-303.442
9.69994,19.2971,187.181
9.13738,-11.1161,-101.572
-97.0666,17.4123,-1690.16
-66.3111,28.5152,-1890.87
51.8689,0.0890617,4.61953
8.47273,90.2957,765.051
69.4335,82.8473,5752.38
62.7533,-78.2163,-4908.33
-70.2016,5.32476,-373.807
-50.7861,-4.66091,236.709
-21.1269,9.88285,-208.794
49.3751,43.0982,2127.98
4.24683,64.4787,273.83
-13.8276,79.3429,-1097.12
-85.7439,90.932,-7796.87
30.9386,-23.9851,-742.066
-60.5692,-4.16335,252.171
-61.0883,-66.7337,4076.65
23.4704,4.61695,108.361
34.0192,85.9212,2922.97
6.45204,16.1864,104.435
-82.0747,43.5272,-3572.48
-20.019,95.345,-1908.71
64.6348,4.49621,290.612
-75.3555,71.8832,-5416.79
59.9562,-63.083,-3782.22
-40.9443,58.6815,-2402.67
-62.9543,83.5505,-5259.86
-15.0945,-82.5922,1246.69
63.1497,-25.2981,-1597.57
5.29984,-77.5391,-410.945
-99.4832,27.597,-2745.44
3.03503,18.7077,56.7785
58.7488,29.3212,1722.58
-65.0453,-27.8455,1811.22
81.1782,53.9889,4382.73
11.3274,-48.871,-553.582
-39.5879,46.3916,-1836.55
70.2349,34.2849,2408
61.906,53.3312,3301.52
-70.0592,-15.211,1065.67
-69.4032,-52.9529,3675.1
73.8519,-5.42161,-400.396
7.07162,-64.3108,-454.782
-37.5456,-53.9508,2025.62
-58.7628,27.5922,-1621.39
-48.6232,26.4031,-1283.8
-88.3091,-71.6451,6326.91
-45.0919,19.4094,-875.207
35.1682,-11.4566,-402.909
-10.8418,44.9034,-486.834
-96.8358,-31.782,3077.63
63.7414,20.6439,1315.87
-32.5546,81.105,-2640.34
54.5245,-47.0209,-2563.79
29.058,19.1501,556.464
-19.7624,-26.6088,525.854
-31.2879,23.4312,-733.112
-11.518,66.3726,-764.481
33.9205,-86.0137,-2917.63
28.0336,-45.7705,-1283.11
18.5624,36.0264,668.736
-53.8342,-8.62827,464.496
-61.935,-89.5322,5545.18
-24.3047,-27.4111,666.22
99.0961,-10.7295,-1063.25
-33.2861,16.095,-535.74
-82.2465,92.3331,-7594.08
26.992,50.9676,1375.72
-65.9044,-18.1044,1193.16
-15.4622,64.3613,-995.166
-99.7527,-39.8294,3973.09
96.2473,-5.02269,-483.42
-23.4947,-76.0342,1786.4
94.8329,-95.9947,-9103.46
47.436,53.72,2548.26
-51.2687,34.3117,-1759.11
-81.4142,-48.5905,3955.96
57.5804,72.9372,4199.76
21.6973,1.36769,29.6751
-68.1392,-87.3782,5953.88
-76.4702,-54.5285,4169.81
-31.6651,-23.8181,754.202
-30.7356,-52.1889,1604.06
1.94485,65.0572,126.526
-44.0593,88.4774,-3898.25
74.6673,-67.6472,-5051.03
57.2552,14.9175,854.103
13.3151,-21.7914,-290.155
0.230599,-20.5642,-4.74209
7.94652,25.59,203.352
34.8608,6.49624,226.464
44.2844,-71.7444,-3177.16
-57.6035,63.747,-3672.05
-35.4944,-95.4212,3386.92
-69.2418,-55.2771,3827.49
91.4646,14.6083,1336.14
86.5461,15.0327,1301.02
-4.12911,-37.2545,153.828
21.2742,-72.1604,-1535.15
79.6523,65.8665,5246.42
-36.4937,90.5595,-3304.85
65.0402,33.2614,2163.33
-75.6476,-4.35319,329.309
1.22151,-53.4897,-65.3383
-84.0069,55.3447,-4649.34
-75.593,18.8582,-1425.54
87.2898,75.221,6566.03
-44.4495,70.2897,-3124.34
-99.9335,-96.4624,9639.83
20.5106,-27.0404,-554.615
-22.7078,12.8882,-292.663
-61.6435,-57.6489,3553.68
-3.07968,50.8507,-156.604
23.8996,-40.529,-968.625
-13.9326,-65.867,917.697
-85.074,56.5392,-4810.02
-46.9225,-64.4467,3024
38.3236,23.6103,904.833
26.6379,-54.2211,-1444.34
-53.4709,-55.8395,2985.79
-65.2495,31.1447,-2032.18
69.6032,44.8635,3122.64
58.4187,-19.0403,-1112.31
30.8152,-29.1528,-898.347
5.10093,-3.67303,-18.7359
-64.6226,-22.5842,1459.45
92.7645,-50.2839,-4664.56
-73.2393,-16.2839,1192.62
58.0675,16.4296,954.029
36.195,-62.061,-2246.3
23.7896,-35.2999,-839.772
